invoice_id,customer_name,customer_segment,vendor_name,invoice_amount,invoice_date,due_date,payment_date,payment_status,days_to_pay,is_late,days_overdue
INV-2026-00587,Quantum Analytics,SMB,FleetManage Co,5160.54,2025-12-29,2026-01-28,2026-01-26,Paid,28,0,0
INV-2026-00588,Xeno Packaging,SMB,DataPipe Solutions,3075.28,2025-03-09,2025-04-08,2025-05-01,Late,53,1,23
INV-2026-00589,Westfield Properties,Mid-Market,GreenLedger Systems,41333.83,2025-09-01,2025-10-16,2025-10-06,Paid,35,0,0
INV-2026-00590,Granite Construction,Enterprise,TradeLedger Finance,44931.22,2025-03-31,2025-05-30,2025-05-24,Paid,54,0,0
INV-2026-00591,Ironclad Security,SMB,GreenLedger Systems,4673.53,2026-02-15,2026-03-17,2026-03-13,Paid,26,0,0
INV-2026-00592,Ironclad Security,SMB,WorkCapital Hub,1397.35,2026-03-30,2026-04-29,,Outstanding,41,1,11
INV-2026-00593,Keystone Energy,Enterprise,PayFlow Technologies,39656.08,2025-12-13,2026-02-11,2026-02-06,Paid,55,0,0
INV-2026-00594,Pinnacle Insurance,Mid-Market,FleetManage Co,29010.93,2025-05-24,2025-07-08,2025-07-02,Paid,39,0,0
INV-2026-00595,Summit Financial,Enterprise,SupplyChain Pro,32344.56,2026-05-05,2026-07-04,,Outstanding,5,0,0
INV-2026-00596,Westfield Properties,Mid-Market,FleetManage Co,32372.23,2025-01-02,2025-02-16,,Outstanding,493,1,448
INV-2026-00597,Cascade Foods,Mid-Market,TradeLedger Finance,31803.73,2025-02-06,2025-03-23,2025-03-20,Paid,42,0,0
INV-2026-00598,Evergreen Health,Mid-Market,SupplyChain Pro,35174.44,2025-12-30,2026-02-13,2026-02-07,Paid,39,0,0
INV-2026-00599,Keystone Energy,Enterprise,SupplyChain Pro,104815.66,2025-09-29,2025-11-28,2025-11-23,Paid,55,0,0
INV-2026-00600,Union Transport,Mid-Market,WorkCapital Hub,33384.78,2026-01-21,2026-03-07,2026-02-27,Paid,37,0,0
INV-2026-00601,Lumen Software,SMB,SupplyChain Pro,2673.66,2025-09-21,2025-10-21,2025-10-16,Paid,25,0,0
INV-2026-00602,Xeno Packaging,SMB,NetScale Partners,3165.37,2026-01-19,2026-02-18,2026-02-16,Paid,28,0,0
INV-2026-00603,Acme Logistics,SMB,FleetManage Co,3601.92,2025-01-03,2025-02-02,2025-01-29,Paid,26,0,0
INV-2026-00604,Vertex Biotech,Enterprise,GreenLedger Systems,94864.33,2024-12-31,2025-03-01,2025-02-23,Paid,54,0,0
INV-2026-00605,Meridian Pharma,Enterprise,GreenLedger Systems,168816.42,2025-04-06,2025-06-05,2025-05-31,Paid,55,0,0
INV-2026-00606,Keystone Energy,Enterprise,GreenLedger Systems,34054.23,2025-01-02,2025-03-03,2025-02-23,Paid,52,0,0
INV-2026-00607,Frontier Tech,SMB,TradeLedger Finance,11326.57,2025-11-08,2025-12-08,2025-12-05,Paid,27,0,0
INV-2026-00609,Summit Financial,Enterprise,GreenLedger Systems,154597.95,2025-01-11,2025-03-12,2025-03-12,Paid,60,0,0
INV-2026-00610,Northstar Wholesale,Mid-Market,GreenLedger Systems,18960.17,2026-04-01,2026-05-16,,Outstanding,39,0,0
INV-2026-00611,Acme Logistics,SMB,SupplyChain Pro,7098.09,2024-11-28,2024-12-28,2024-12-23,Paid,25,0,0
INV-2026-00612,Quantum Analytics,SMB,DataPipe Solutions,974.5,2025-06-28,2025-07-28,2025-07-23,Paid,25,0,0
INV-2026-00613,Granite Construction,Enterprise,SupplyChain Pro,128245.43,2024-11-26,2025-01-25,2025-01-17,Paid,52,0,0
INV-2026-00614,Xeno Packaging,SMB,SupplyChain Pro,7117.6,2025-09-18,2025-10-18,,Outstanding,234,1,204
INV-2026-00615,Keystone Energy,Enterprise,PayFlow Technologies,68373.02,2025-05-02,2025-07-01,2025-06-25,Paid,54,0,0
INV-2026-00616,Terra Farms,SMB,FleetManage Co,1148.14,2025-06-29,2025-07-29,2025-07-25,Paid,26,0,0
INV-2026-00617,Granite Construction,Enterprise,InsightOps Ltd,98766.43,2025-05-12,2025-07-11,2025-07-07,Paid,56,0,0
INV-2026-00618,Horizon Media,Mid-Market,SupplyChain Pro,32423.69,2025-04-21,2025-06-05,,Outstanding,384,1,339
INV-2026-00619,Terra Farms,SMB,CloudServe Inc,7998.52,2025-07-09,2025-08-08,2025-08-01,Paid,23,0,0
INV-2026-00620,Xeno Packaging,SMB,NetScale Partners,8701.03,2026-03-11,2026-04-10,2026-05-03,Late,53,1,23
INV-2026-00621,Keystone Energy,Enterprise,GreenLedger Systems,85598.9,2025-08-16,2025-10-15,2025-10-08,Paid,53,0,0
INV-2026-00622,Union Transport,Mid-Market,TradeLedger Finance,8257.7,2025-02-02,2025-03-19,2025-04-17,Late,74,1,29
INV-2026-00623,Quantum Analytics,SMB,DataPipe Solutions,4430.19,2024-11-20,2024-12-20,2024-12-13,Paid,23,0,0
INV-2026-00624,Pinnacle Insurance,Mid-Market,NetScale Partners,13147.57,2025-11-12,2025-12-27,2026-01-26,Late,75,1,30
INV-2026-00625,Yellowstone Mining,Enterprise,InsightOps Ltd,172703.96,2025-10-28,2025-12-27,,Outstanding,194,1,134
INV-2026-00626,Union Transport,Mid-Market,WorkCapital Hub,41583.97,2025-06-30,2025-08-14,2025-08-07,Paid,38,0,0
INV-2026-00627,Frontier Tech,SMB,DataPipe Solutions,10313.19,2024-12-07,2025-01-06,2025-01-01,Paid,25,0,0
INV-2026-00628,Vertex Biotech,Enterprise,GreenLedger Systems,106091.03,2025-11-09,2026-01-08,2026-01-06,Paid,58,0,0
INV-2026-00629,Acme Logistics,SMB,SupplyChain Pro,2953.92,2025-06-20,2025-07-20,2025-07-18,Paid,28,0,0
INV-2026-00630,Frontier Tech,SMB,NetScale Partners,8287.14,2025-08-29,2025-09-28,2025-09-23,Paid,25,0,0
INV-2026-00631,Riverstone Hotels,Mid-Market,GreenLedger Systems,23981.2,2026-02-01,2026-03-18,2026-03-14,Paid,41,0,0
INV-2026-00632,Evergreen Health,Mid-Market,FleetManage Co,26794.0,2025-04-29,2025-06-13,2025-06-08,Paid,40,0,0
INV-2026-00633,Vertex Biotech,Enterprise,GreenLedger Systems,168056.23,2026-02-27,2026-04-28,,Outstanding,72,1,12
INV-2026-00634,Orion Aerospace,Enterprise,SupplyChain Pro,46521.96,2025-03-30,2025-05-29,2025-05-24,Paid,55,0,0
INV-2026-00635,Orion Aerospace,Enterprise,FleetManage Co,102049.05,2025-03-23,2025-05-22,2025-05-17,Paid,55,0,0
INV-2026-00636,Quantum Analytics,SMB,GreenLedger Systems,1618.06,2025-06-22,2025-07-22,2025-07-17,Paid,25,0,0
INV-2026-00637,Pinnacle Insurance,Mid-Market,InsightOps Ltd,8645.26,2025-02-20,2025-04-06,2025-03-28,Paid,36,0,0
INV-2026-00638,Ironclad Security,SMB,PayFlow Technologies,7445.41,2025-12-26,2026-01-25,2026-01-22,Paid,27,0,0
INV-2026-00639,Cascade Foods,Mid-Market,WorkCapital Hub,10189.12,2024-12-17,2025-01-31,2025-01-25,Paid,39,0,0
INV-2026-00640,Ironclad Security,SMB,PayFlow Technologies,2571.48,2025-05-16,2025-06-15,2025-06-19,Late,34,1,4
INV-2026-00641,Xeno Packaging,SMB,DataPipe Solutions,3006.17,2025-09-21,2025-10-21,,Outstanding,231,1,201
INV-2026-00642,Pinnacle Insurance,Mid-Market,CloudServe Inc,10575.9,2025-03-05,2025-04-19,2025-04-13,Paid,39,0,0
INV-2026-00643,Orion Aerospace,Enterprise,FleetManage Co,61304.98,2025-07-12,2025-09-10,2025-10-19,Late,99,1,39
INV-2026-00644,Delta Manufacturing,Enterprise,CloudServe Inc,37505.46,2026-05-07,2026-07-06,,Outstanding,3,0,0
INV-2026-00645,Quantum Analytics,SMB,GreenLedger Systems,4604.22,2025-01-06,2025-02-05,2025-01-28,Paid,22,0,0
INV-2026-00646,Xeno Packaging,SMB,CloudServe Inc,6830.01,2026-02-19,2026-03-21,,Outstanding,80,1,50
INV-2026-00647,Meridian Pharma,Enterprise,DataPipe Solutions,119894.62,2026-01-20,2026-03-21,2026-03-12,Paid,51,0,0
INV-2026-00648,Xeno Packaging,SMB,WorkCapital Hub,6940.56,2025-09-09,2025-10-09,2025-09-29,Paid,20,0,0
INV-2026-00649,Cascade Foods,Mid-Market,SupplyChain Pro,12735.41,2025-05-10,2025-06-24,2025-06-21,Paid,42,0,0
INV-2026-00650,Terra Farms,SMB,GreenLedger Systems,8224.72,2025-04-02,2025-05-02,2025-05-02,Paid,30,0,0
INV-2026-00651,Meridian Pharma,Enterprise,PayFlow Technologies,109651.62,2025-02-21,2025-04-22,2025-04-15,Paid,53,0,0
INV-2026-00652,Horizon Media,Mid-Market,PayFlow Technologies,37862.21,2026-02-02,2026-03-19,2026-03-18,Paid,44,0,0
INV-2026-00653,Delta Manufacturing,Enterprise,GreenLedger Systems,65268.73,2025-11-14,2026-01-13,2026-01-13,Paid,60,0,0
INV-2026-00654,Juniper Consulting,Mid-Market,PayFlow Technologies,31761.5,2024-12-30,2025-02-13,2025-02-10,Paid,42,0,0
INV-2026-00655,Union Transport,Mid-Market,InsightOps Ltd,43136.81,2025-05-06,2025-06-20,2025-06-19,Paid,44,0,0
INV-2026-00656,Yellowstone Mining,Enterprise,PayFlow Technologies,115851.23,2025-12-20,2026-02-18,2026-02-15,Paid,57,0,0
INV-2026-00657,Horizon Media,Mid-Market,PayFlow Technologies,12240.39,2025-12-19,2026-02-02,2026-01-30,Paid,42,0,0
INV-2026-00658,Keystone Energy,Enterprise,CloudServe Inc,88022.71,2026-05-09,2026-07-08,,Outstanding,1,0,0
INV-2026-00659,Delta Manufacturing,Enterprise,InsightOps Ltd,67501.37,2026-04-03,2026-06-02,,Outstanding,37,0,0
INV-2026-00660,Northstar Wholesale,Mid-Market,WorkCapital Hub,29680.92,2026-03-06,2026-04-20,,Outstanding,65,1,20
INV-2026-00661,Quantum Analytics,SMB,FleetManage Co,9365.91,2025-02-20,2025-03-22,2025-03-13,Paid,21,0,0
INV-2026-00662,Frontier Tech,SMB,FleetManage Co,7764.12,2025-05-09,2025-06-08,2025-06-02,Paid,24,0,0
INV-2026-00663,Orion Aerospace,Enterprise,SupplyChain Pro,72404.77,2025-11-06,2026-01-05,2026-04-01,Late,146,1,86
INV-2026-00664,Brightline Retail,SMB,SupplyChain Pro,6608.1,2025-12-14,2026-01-13,2026-01-12,Paid,29,0,0
INV-2026-00665,Pinnacle Insurance,Mid-Market,SupplyChain Pro,39607.34,2025-05-06,2025-06-20,2025-06-12,Paid,37,0,0
INV-2026-00666,Xeno Packaging,SMB,InsightOps Ltd,11960.86,2026-01-21,2026-02-20,2026-02-18,Paid,28,0,0
INV-2026-00667,Orion Aerospace,Enterprise,GreenLedger Systems,91251.52,2025-10-26,2025-12-25,2025-12-23,Paid,58,0,0
INV-2026-00668,Acme Logistics,SMB,CloudServe Inc,9711.94,2025-08-14,2025-09-13,2025-09-11,Paid,28,0,0
INV-2026-00669,Brightline Retail,SMB,CloudServe Inc,3658.34,2025-06-10,2025-07-10,,Outstanding,334,1,304
INV-2026-00670,Riverstone Hotels,Mid-Market,InsightOps Ltd,14999.47,2026-01-14,2026-02-28,2026-02-22,Paid,39,0,0
INV-2026-00671,Lumen Software,SMB,NetScale Partners,10966.19,2025-12-08,2026-01-07,,Outstanding,153,1,123
INV-2026-00672,Quantum Analytics,SMB,GreenLedger Systems,6666.36,2025-07-17,2025-08-16,2025-08-09,Paid,23,0,0
INV-2026-00673,Evergreen Health,Mid-Market,InsightOps Ltd,5776.25,2025-10-26,2025-12-10,2025-12-07,Paid,42,0,0
INV-2026-00674,Westfield Properties,Mid-Market,NetScale Partners,44826.79,2026-04-19,2026-06-03,,Outstanding,21,0,0
INV-2026-00675,Ironclad Security,SMB,WorkCapital Hub,2226.72,2025-11-04,2025-12-04,2025-11-29,Paid,25,0,0
INV-2026-00676,Yellowstone Mining,Enterprise,WorkCapital Hub,45756.92,2026-01-25,2026-03-26,,Outstanding,105,1,45
INV-2026-00677,Meridian Pharma,Enterprise,WorkCapital Hub,110615.58,2025-03-23,2025-05-22,2025-05-12,Paid,50,0,0
INV-2026-00678,Meridian Pharma,Enterprise,DataPipe Solutions,40866.15,2025-01-18,2025-03-19,2025-03-18,Paid,59,0,0
INV-2026-00679,Cascade Foods,Mid-Market,InsightOps Ltd,35043.25,2025-10-13,2025-11-27,2026-01-01,Late,80,1,35
INV-2026-00680,Summit Financial,Enterprise,NetScale Partners,80287.38,2025-03-05,2025-05-04,2025-06-23,Late,110,1,50
INV-2026-00681,Cascade Foods,Mid-Market,DataPipe Solutions,7846.75,2025-02-24,2025-04-10,2025-04-05,Paid,40,0,0
INV-2026-00682,Horizon Media,Mid-Market,PayFlow Technologies,11112.53,2024-11-23,2025-01-07,2025-01-04,Paid,42,0,0
INV-2026-00683,Westfield Properties,Mid-Market,SupplyChain Pro,15231.23,2025-02-19,2025-04-05,2025-05-06,Late,76,1,31
INV-2026-00684,Juniper Consulting,Mid-Market,NetScale Partners,11874.77,2026-01-07,2026-02-21,2026-02-16,Paid,40,0,0
INV-2026-00685,Pinnacle Insurance,Mid-Market,SupplyChain Pro,38124.91,2025-11-04,2025-12-19,2025-12-14,Paid,40,0,0
INV-2026-00686,Keystone Energy,Enterprise,GreenLedger Systems,28221.96,2025-04-07,2025-06-06,2025-05-30,Paid,53,0,0
INV-2026-00687,Horizon Media,Mid-Market,CloudServe Inc,26230.26,2025-02-04,2025-03-21,2025-05-14,Late,99,1,54
INV-2026-00688,Orion Aerospace,Enterprise,SupplyChain Pro,104332.47,2025-04-17,2025-06-16,2025-06-12,Paid,56,0,0
INV-2026-00689,Acme Logistics,SMB,FleetManage Co,6159.34,2025-12-29,2026-01-28,2026-01-19,Paid,21,0,0
INV-2026-00690,Vertex Biotech,Enterprise,CloudServe Inc,157794.19,2024-12-08,2025-02-06,2025-02-06,Paid,60,0,0
INV-2026-00691,Yellowstone Mining,Enterprise,WorkCapital Hub,45112.36,2025-05-26,2025-07-25,2025-10-14,Late,141,1,81
INV-2026-00692,Yellowstone Mining,Enterprise,NetScale Partners,35117.97,2026-03-18,2026-05-17,,Outstanding,53,0,0
INV-2026-00693,Union Transport,Mid-Market,TradeLedger Finance,28571.51,2025-06-25,2025-08-09,2025-08-03,Paid,39,0,0
INV-2026-00694,Lumen Software,SMB,GreenLedger Systems,936.81,2025-12-06,2026-01-05,2025-12-27,Paid,21,0,0
INV-2026-00695,Terra Farms,SMB,TradeLedger Finance,6627.98,2026-04-07,2026-05-07,2026-05-05,Paid,28,0,0
INV-2026-00696,Horizon Media,Mid-Market,GreenLedger Systems,42390.29,2024-11-17,2025-01-01,2024-12-30,Paid,43,0,0
INV-2026-00697,Orion Aerospace,Enterprise,TradeLedger Finance,120873.74,2026-02-04,2026-04-05,,Outstanding,95,1,35
INV-2026-00698,Frontier Tech,SMB,WorkCapital Hub,9104.2,2026-03-11,2026-04-10,2026-04-06,Paid,26,0,0
INV-2026-00699,Cascade Foods,Mid-Market,FleetManage Co,23962.25,2025-10-31,2025-12-15,2026-02-14,Late,106,1,61
INV-2026-00700,Acme Logistics,SMB,PayFlow Technologies,9889.88,2026-04-15,2026-05-15,,Outstanding,25,0,0
INV-2026-00701,Orion Aerospace,Enterprise,SupplyChain Pro,172193.49,2024-12-31,2025-03-01,2025-02-21,Paid,52,0,0
INV-2026-00702,Meridian Pharma,Enterprise,InsightOps Ltd,35593.92,2025-07-13,2025-09-11,2025-11-25,Late,135,1,75
INV-2026-00703,Westfield Properties,Mid-Market,NetScale Partners,24446.33,2025-11-24,2026-01-08,2026-01-06,Paid,43,0,0
INV-2026-00704,Xeno Packaging,SMB,SupplyChain Pro,6123.73,2026-05-07,2026-06-06,,Outstanding,3,0,0
INV-2026-00705,Keystone Energy,Enterprise,FleetManage Co,104366.5,2024-12-05,2025-02-03,2025-01-27,Paid,53,0,0
INV-2026-00706,Evergreen Health,Mid-Market,SupplyChain Pro,40851.4,2025-07-03,2025-08-17,,Outstanding,311,1,266
INV-2026-00707,Xeno Packaging,SMB,WorkCapital Hub,3320.86,2025-08-24,2025-09-23,2025-09-18,Paid,25,0,0
INV-2026-00708,Meridian Pharma,Enterprise,SupplyChain Pro,136621.77,2025-04-28,2025-06-27,2025-06-18,Paid,51,0,0
INV-2026-00709,Granite Construction,Enterprise,SupplyChain Pro,80697.55,2025-08-23,2025-10-22,2025-12-01,Late,100,1,40
INV-2026-00710,Ironclad Security,SMB,WorkCapital Hub,1017.54,2025-11-18,2025-12-18,2025-12-16,Paid,28,0,0
INV-2026-00711,Orion Aerospace,Enterprise,PayFlow Technologies,160628.61,2025-09-09,2025-11-08,2025-11-08,Paid,60,0,0
INV-2026-00712,Brightline Retail,SMB,WorkCapital Hub,3678.62,2025-12-06,2026-01-05,2026-01-03,Paid,28,0,0
INV-2026-00713,Acme Logistics,SMB,FleetManage Co,4215.5,2025-04-21,2025-05-21,2025-05-11,Paid,20,0,0
INV-2026-00714,Frontier Tech,SMB,FleetManage Co,2891.56,2025-05-26,2025-06-25,2025-06-21,Paid,26,0,0
INV-2026-00715,Acme Logistics,SMB,TradeLedger Finance,4966.44,2025-05-01,2025-05-31,2025-05-29,Paid,28,0,0
INV-2026-00716,Juniper Consulting,Mid-Market,FleetManage Co,17071.42,2025-03-23,2025-05-07,,Outstanding,413,1,368
INV-2026-00717,Horizon Media,Mid-Market,NetScale Partners,23322.34,2026-03-05,2026-04-19,2026-04-12,Paid,38,0,0
INV-2026-00718,Summit Financial,Enterprise,NetScale Partners,175917.93,2024-11-26,2025-01-25,2025-01-18,Paid,53,0,0
INV-2026-00719,Frontier Tech,SMB,SupplyChain Pro,7341.51,2025-05-15,2025-06-14,,Outstanding,360,1,330
INV-2026-00720,Union Transport,Mid-Market,TradeLedger Finance,18086.83,2025-12-15,2026-01-29,2026-02-25,Late,72,1,27
INV-2026-00721,Delta Manufacturing,Enterprise,WorkCapital Hub,178743.77,2025-10-02,2025-12-01,2025-11-22,Paid,51,0,0
INV-2026-00722,Granite Construction,Enterprise,TradeLedger Finance,101826.37,2024-11-26,2025-01-25,2025-01-22,Paid,57,0,0
INV-2026-00723,Frontier Tech,SMB,TradeLedger Finance,7922.3,2026-02-06,2026-03-08,2026-03-02,Paid,24,0,0
INV-2026-00724,Pinnacle Insurance,Mid-Market,NetScale Partners,9483.97,2025-04-16,2025-05-31,2025-05-31,Paid,45,0,0
INV-2026-00725,Vertex Biotech,Enterprise,FleetManage Co,80427.72,2025-12-23,2026-02-21,2026-02-12,Paid,51,0,0
INV-2026-00726,Vertex Biotech,Enterprise,CloudServe Inc,95528.37,2025-01-03,2025-03-04,2025-03-02,Paid,58,0,0
INV-2026-00727,Delta Manufacturing,Enterprise,SupplyChain Pro,54095.97,2025-07-21,2025-09-19,2025-09-13,Paid,54,0,0
INV-2026-00728,Orion Aerospace,Enterprise,FleetManage Co,42710.77,2025-08-21,2025-10-20,2025-10-19,Paid,59,0,0
INV-2026-00729,Pinnacle Insurance,Mid-Market,TradeLedger Finance,8390.99,2026-01-02,2026-02-16,2026-02-16,Paid,45,0,0
INV-2026-00730,Keystone Energy,Enterprise,NetScale Partners,137249.71,2025-12-17,2026-02-15,2026-02-15,Paid,60,0,0
INV-2026-00731,Quantum Analytics,SMB,CloudServe Inc,8124.5,2026-01-06,2026-02-05,2026-01-27,Paid,21,0,0
INV-2026-00732,Acme Logistics,SMB,CloudServe Inc,2384.03,2025-11-10,2025-12-10,2025-12-19,Late,39,1,9
INV-2026-00733,Keystone Energy,Enterprise,FleetManage Co,80105.45,2026-05-04,2026-07-03,,Outstanding,6,0,0
INV-2026-00734,Delta Manufacturing,Enterprise,PayFlow Technologies,35925.87,2025-12-12,2026-02-10,2026-03-25,Late,103,1,43
INV-2026-00735,Ironclad Security,SMB,SupplyChain Pro,9421.2,2025-03-31,2025-04-30,2025-05-17,Late,47,1,17
INV-2026-00736,Quantum Analytics,SMB,PayFlow Technologies,3871.47,2026-05-04,2026-06-03,,Outstanding,6,0,0
INV-2026-00737,Yellowstone Mining,Enterprise,TradeLedger Finance,110833.12,2025-12-28,2026-02-26,2026-02-16,Paid,50,0,0
INV-2026-00738,Union Transport,Mid-Market,CloudServe Inc,38946.75,2025-02-11,2025-03-28,2025-03-28,Paid,45,0,0
INV-2026-00739,Union Transport,Mid-Market,WorkCapital Hub,32116.14,2025-08-07,2025-09-21,2025-09-19,Paid,43,0,0
INV-2026-00740,Quantum Analytics,SMB,TradeLedger Finance,6464.49,2025-11-13,2025-12-13,2025-12-05,Paid,22,0,0
INV-2026-00741,Vertex Biotech,Enterprise,WorkCapital Hub,138121.93,2025-03-23,2025-05-22,2025-05-13,Paid,51,0,0
INV-2026-00742,Vertex Biotech,Enterprise,WorkCapital Hub,76376.9,2025-07-08,2025-09-06,2025-08-30,Paid,53,0,0
INV-2026-00743,Quantum Analytics,SMB,FleetManage Co,8639.13,2026-05-02,2026-06-01,,Outstanding,8,0,0
INV-2026-00744,Riverstone Hotels,Mid-Market,NetScale Partners,32006.83,2025-02-06,2025-03-23,2025-03-22,Paid,44,0,0
INV-2026-00745,Horizon Media,Mid-Market,PayFlow Technologies,22863.87,2025-09-26,2025-11-10,2025-11-01,Paid,36,0,0
INV-2026-00746,Xeno Packaging,SMB,TradeLedger Finance,2023.84,2025-12-27,2026-01-26,2026-01-23,Paid,27,0,0
INV-2026-00747,Ironclad Security,SMB,NetScale Partners,3856.86,2025-07-31,2025-08-30,2025-09-08,Late,39,1,9
INV-2026-00748,Granite Construction,Enterprise,WorkCapital Hub,77756.39,2025-12-01,2026-01-30,2026-03-29,Late,118,1,58
INV-2026-00749,Frontier Tech,SMB,FleetManage Co,6106.2,2025-09-07,2025-10-07,,Outstanding,245,1,215
INV-2026-00750,Ironclad Security,SMB,NetScale Partners,4272.03,2025-11-24,2025-12-24,2025-12-24,Paid,30,0,0
INV-2026-00751,Union Transport,Mid-Market,DataPipe Solutions,21669.29,2025-07-18,2025-09-01,2025-08-23,Paid,36,0,0
INV-2026-00752,Cascade Foods,Mid-Market,DataPipe Solutions,32445.17,2026-05-06,2026-06-20,,Outstanding,4,0,0
INV-2026-00753,Cascade Foods,Mid-Market,PayFlow Technologies,37435.95,2025-07-10,2025-08-24,2025-08-20,Paid,41,0,0
INV-2026-00754,Granite Construction,Enterprise,PayFlow Technologies,30411.95,2025-11-20,2026-01-19,2026-01-10,Paid,51,0,0
INV-2026-00755,Delta Manufacturing,Enterprise,WorkCapital Hub,37020.51,2024-12-06,2025-02-04,2025-01-26,Paid,51,0,0
INV-2026-00756,Brightline Retail,SMB,FleetManage Co,11965.39,2025-05-19,2025-06-18,2025-07-22,Late,64,1,34
INV-2026-00757,Lumen Software,SMB,SupplyChain Pro,6082.19,2025-07-01,2025-07-31,2025-07-30,Paid,29,0,0
INV-2026-00758,Vertex Biotech,Enterprise,TradeLedger Finance,87032.86,2025-07-06,2025-09-04,2025-08-29,Paid,54,0,0
INV-2026-00759,Terra Farms,SMB,TradeLedger Finance,4633.93,2025-08-01,2025-08-31,2025-10-14,Late,74,1,44
INV-2026-00760,Horizon Media,Mid-Market,InsightOps Ltd,11694.29,2026-01-29,2026-03-15,2026-03-05,Paid,35,0,0
INV-2026-00761,Granite Construction,Enterprise,NetScale Partners,55037.85,2025-10-12,2025-12-11,2025-12-01,Paid,50,0,0
INV-2026-00762,Ironclad Security,SMB,CloudServe Inc,6882.35,2025-02-04,2025-03-06,2025-03-04,Paid,28,0,0
INV-2026-00763,Terra Farms,SMB,GreenLedger Systems,3703.99,2025-05-16,2025-06-15,2025-06-06,Paid,21,0,0
INV-2026-00764,Keystone Energy,Enterprise,PayFlow Technologies,61684.76,2026-03-25,2026-05-24,,Outstanding,46,0,0
INV-2026-00765,Evergreen Health,Mid-Market,SupplyChain Pro,30533.6,2024-12-12,2025-01-26,2025-01-21,Paid,40,0,0
INV-2026-00766,Juniper Consulting,Mid-Market,TradeLedger Finance,6457.28,2025-04-19,2025-06-03,2025-05-28,Paid,39,0,0
INV-2026-00767,Westfield Properties,Mid-Market,WorkCapital Hub,26192.02,2025-01-14,2025-02-28,2025-02-26,Paid,43,0,0
INV-2026-00768,Frontier Tech,SMB,WorkCapital Hub,11881.73,2025-09-06,2025-10-06,,Outstanding,246,1,216
INV-2026-00769,Xeno Packaging,SMB,PayFlow Technologies,11126.0,2025-05-09,2025-06-08,2025-06-03,Paid,25,0,0
INV-2026-00770,Granite Construction,Enterprise,FleetManage Co,58223.54,2025-09-02,2025-11-01,2025-10-29,Paid,57,0,0
INV-2026-00771,Juniper Consulting,Mid-Market,CloudServe Inc,5242.32,2025-10-31,2025-12-15,,Outstanding,191,1,146
INV-2026-00772,Meridian Pharma,Enterprise,WorkCapital Hub,67728.14,2025-07-06,2025-09-04,2025-09-01,Paid,57,0,0
INV-2026-00773,Xeno Packaging,SMB,SupplyChain Pro,11629.81,2026-03-25,2026-04-24,2026-04-21,Paid,27,0,0
INV-2026-00774,Ironclad Security,SMB,SupplyChain Pro,6300.12,2025-01-28,2025-02-27,,Outstanding,467,1,437
INV-2026-00775,Granite Construction,Enterprise,PayFlow Technologies,53125.44,2026-04-02,2026-06-01,,Outstanding,38,0,0
INV-2026-00776,Vertex Biotech,Enterprise,SupplyChain Pro,57352.67,2025-09-13,2025-11-12,,Outstanding,239,1,179
INV-2026-00777,Horizon Media,Mid-Market,DataPipe Solutions,28788.11,2026-04-22,2026-06-06,,Outstanding,18,0,0
INV-2026-00778,Meridian Pharma,Enterprise,FleetManage Co,170794.7,2025-03-07,2025-05-06,2025-07-06,Late,121,1,61
INV-2026-00779,Frontier Tech,SMB,InsightOps Ltd,6986.71,2025-12-10,2026-01-09,2026-01-04,Paid,25,0,0
INV-2026-00780,Quantum Analytics,SMB,TradeLedger Finance,5304.29,2025-06-06,2025-07-06,2025-07-03,Paid,27,0,0
INV-2026-00781,Terra Farms,SMB,DataPipe Solutions,4152.95,2026-01-13,2026-02-12,2026-02-11,Paid,29,0,0
INV-2026-00782,Ironclad Security,SMB,CloudServe Inc,920.44,2025-11-16,2025-12-16,2026-01-22,Late,67,1,37
INV-2026-00783,Vertex Biotech,Enterprise,NetScale Partners,91506.64,2025-07-10,2025-09-08,2025-09-02,Paid,54,0,0
INV-2026-00784,Delta Manufacturing,Enterprise,CloudServe Inc,145190.79,2025-01-19,2025-03-20,2025-03-17,Paid,57,0,0
INV-2026-00785,Union Transport,Mid-Market,PayFlow Technologies,42982.91,2025-05-07,2025-06-21,2025-06-12,Paid,36,0,0
INV-2026-00786,Acme Logistics,SMB,TradeLedger Finance,10725.65,2025-09-09,2025-10-09,2025-10-02,Paid,23,0,0
INV-2026-00787,Quantum Analytics,SMB,GreenLedger Systems,3464.08,2026-03-22,2026-04-21,2026-04-12,Paid,21,0,0
INV-2026-00788,Keystone Energy,Enterprise,SupplyChain Pro,115593.02,2025-08-29,2025-10-28,2025-10-20,Paid,52,0,0
INV-2026-00789,Frontier Tech,SMB,SupplyChain Pro,4870.84,2025-09-22,2025-10-22,2025-10-19,Paid,27,0,0
INV-2026-00790,Pinnacle Insurance,Mid-Market,WorkCapital Hub,20753.39,2026-02-07,2026-03-24,2026-03-15,Paid,36,0,0
INV-2026-00791,Horizon Media,Mid-Market,WorkCapital Hub,32679.73,2025-07-29,2025-09-12,2025-09-06,Paid,39,0,0
INV-2026-00792,Meridian Pharma,Enterprise,TradeLedger Finance,102318.48,2025-10-18,2025-12-17,2025-12-16,Paid,59,0,0
INV-2026-00793,Vertex Biotech,Enterprise,InsightOps Ltd,161312.37,2025-01-31,2025-04-01,2025-03-29,Paid,57,0,0
